"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"1367","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1477942","1","1460","63344  >  80 [ACK] Seq=1477942 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1368","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1479402","1","1460","63344  >  80 [ACK] Seq=1479402 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1369","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1480862","1","1460","63344  >  80 [ACK] Seq=1480862 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1370","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1482322","1","1460","63344  >  80 [ACK] Seq=1482322 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1371","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1483782","1","1460","63344  >  80 [ACK] Seq=1483782 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1372","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1485242","1","1460","63344  >  80 [ACK] Seq=1485242 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1373","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1486702","1","1460","63344  >  80 [ACK] Seq=1486702 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1374","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1488162","1","1460","63344  >  80 [ACK] Seq=1488162 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1375","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1489622","1","1460","63344  >  80 [ACK] Seq=1489622 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1376","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1491082","1","1460","63344  >  80 [PSH, ACK] Seq=1491082 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1377","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1492542","1","1460","63344  >  80 [ACK] Seq=1492542 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1378","3.767966","10.135.49.223","128.119.245.12","TCP","1514","1494002","1","1460","63344  >  80 [ACK] Seq=1494002 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1379","3.776175","128.119.245.12","10.135.49.223","TCP","54","1","1122498","0","80  >  63344 [ACK] Seq=1 Ack=1122498 Win=965888 Len=0"
"1380","3.776175","128.119.245.12","10.135.49.223","TCP","54","1","1129798","0","80  >  63344 [ACK] Seq=1 Ack=1129798 Win=965888 Len=0"
"1381","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1495462","1","1460","63344  >  80 [ACK] Seq=1495462 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1382","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1496922","1","1460","63344  >  80 [ACK] Seq=1496922 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1383","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1498382","1","1460","63344  >  80 [ACK] Seq=1498382 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1384","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1499842","1","1460","63344  >  80 [ACK] Seq=1499842 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1385","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1501302","1","1460","63344  >  80 [ACK] Seq=1501302 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1386","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1502762","1","1460","63344  >  80 [ACK] Seq=1502762 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1387","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1504222","1","1460","63344  >  80 [ACK] Seq=1504222 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1388","3.776214","10.135.49.223","128.119.245.12","TCP","1514","1505682","1","1460","63344  >  80 [ACK] Seq=1505682 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1389","3.776334","128.119.245.12","10.135.49.223","TCP","54","1","1137098","0","80  >  63344 [ACK] Seq=1 Ack=1137098 Win=965888 Len=0"
"1390","3.776334","128.119.245.12","10.135.49.223","TCP","54","1","1144398","0","80  >  63344 [ACK] Seq=1 Ack=1144398 Win=965888 Len=0"
"1391","3.776334","128.119.245.12","10.135.49.223","TCP","54","1","1148778","0","80  >  63344 [ACK] Seq=1 Ack=1148778 Win=965888 Len=0"
"1392","3.776334","128.119.245.12","10.135.49.223","TCP","54","1","1151698","0","80  >  63344 [ACK] Seq=1 Ack=1151698 Win=965888 Len=0"
"1393","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1507142","1","1460","63344  >  80 [PSH, ACK] Seq=1507142 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1394","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1508602","1","1460","63344  >  80 [ACK] Seq=1508602 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1395","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1510062","1","1460","63344  >  80 [ACK] Seq=1510062 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1396","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1511522","1","1460","63344  >  80 [ACK] Seq=1511522 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1397","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1512982","1","1460","63344  >  80 [ACK] Seq=1512982 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1398","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1514442","1","1460","63344  >  80 [ACK] Seq=1514442 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1399","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1515902","1","1460","63344  >  80 [ACK] Seq=1515902 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1400","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1517362","1","1460","63344  >  80 [ACK] Seq=1517362 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1401","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1518822","1","1460","63344  >  80 [ACK] Seq=1518822 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1402","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1520282","1","1460","63344  >  80 [ACK] Seq=1520282 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1403","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1521742","1","1460","63344  >  80 [ACK] Seq=1521742 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1404","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1523202","1","1460","63344  >  80 [PSH, ACK] Seq=1523202 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1405","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1524662","1","1460","63344  >  80 [ACK] Seq=1524662 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1406","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1526122","1","1460","63344  >  80 [ACK] Seq=1526122 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1407","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1527582","1","1460","63344  >  80 [ACK] Seq=1527582 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1408","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1529042","1","1460","63344  >  80 [ACK] Seq=1529042 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1409","3.776374","10.135.49.223","128.119.245.12","TCP","1514","1530502","1","1460","63344  >  80 [ACK] Seq=1530502 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1410","3.788312","128.119.245.12","10.135.49.223","TCP","54","1","1157538","0","80  >  63344 [ACK] Seq=1 Ack=1157538 Win=965888 Len=0"
"1411","3.788312","128.119.245.12","10.135.49.223","TCP","54","1","1160458","0","80  >  63344 [ACK] Seq=1 Ack=1160458 Win=965888 Len=0"
"1412","3.788348","10.135.49.223","128.119.245.12","TCP","1514","1531962","1","1460","63344  >  80 [ACK] Seq=1531962 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1413","3.788348","10.135.49.223","128.119.245.12","TCP","1514","1533422","1","1460","63344  >  80 [ACK] Seq=1533422 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1414","3.788348","10.135.49.223","128.119.245.12","TCP","1514","1534882","1","1460","63344  >  80 [ACK] Seq=1534882 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1415","3.788348","10.135.49.223","128.119.245.12","TCP","1514","1536342","1","1460","63344  >  80 [ACK] Seq=1536342 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1416","3.788348","10.135.49.223","128.119.245.12","TCP","1514","1537802","1","1460","63344  >  80 [ACK] Seq=1537802 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1417","3.788348","10.135.49.223","128.119.245.12","TCP","1514","1539262","1","1460","63344  >  80 [ACK] Seq=1539262 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1418","3.788348","10.135.49.223","128.119.245.12","TCP","1514","1540722","1","1460","63344  >  80 [PSH, ACK] Seq=1540722 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1419","3.800617","128.119.245.12","10.135.49.223","TCP","54","1","1163378","0","80  >  63344 [ACK] Seq=1 Ack=1163378 Win=965888 Len=0"
"1420","3.800617","128.119.245.12","10.135.49.223","TCP","54","1","1164838","0","80  >  63344 [ACK] Seq=1 Ack=1164838 Win=968704 Len=0"
"1421","3.800658","10.135.49.223","128.119.245.12","TCP","1514","1542182","1","1460","63344  >  80 [ACK] Seq=1542182 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1422","3.800658","10.135.49.223","128.119.245.12","TCP","1514","1543642","1","1460","63344  >  80 [ACK] Seq=1543642 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1423","3.800658","10.135.49.223","128.119.245.12","TCP","1514","1545102","1","1460","63344  >  80 [ACK] Seq=1545102 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1424","3.800767","128.119.245.12","10.135.49.223","TCP","54","1","1170678","0","80  >  63344 [ACK] Seq=1 Ack=1170678 Win=980480 Len=0"
"1425","3.800767","128.119.245.12","10.135.49.223","TCP","54","1","1173598","0","80  >  63344 [ACK] Seq=1 Ack=1173598 Win=986240 Len=0"
"1426","3.800796","10.135.49.223","128.119.245.12","TCP","1514","1546562","1","1460","63344  >  80 [ACK] Seq=1546562 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1427","3.800796","10.135.49.223","128.119.245.12","TCP","1514","1548022","1","1460","63344  >  80 [ACK] Seq=1548022 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1428","3.800796","10.135.49.223","128.119.245.12","TCP","1514","1549482","1","1460","63344  >  80 [ACK] Seq=1549482 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1429","3.800796","10.135.49.223","128.119.245.12","TCP","1514","1550942","1","1460","63344  >  80 [ACK] Seq=1550942 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1430","3.800796","10.135.49.223","128.119.245.12","TCP","1514","1552402","1","1460","63344  >  80 [ACK] Seq=1552402 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1431","3.800796","10.135.49.223","128.119.245.12","TCP","1514","1553862","1","1460","63344  >  80 [ACK] Seq=1553862 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1432","3.800796","10.135.49.223","128.119.245.12","TCP","1514","1555322","1","1460","63344  >  80 [ACK] Seq=1555322 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1433","3.800796","10.135.49.223","128.119.245.12","TCP","984","1556782","1","930","63344  >  80 [PSH, ACK] Seq=1556782 Ack=1 Win=65536 Len=930 [TCP segment of a reassembled PDU]"
"1434","3.806412","128.119.245.12","10.135.49.223","TCP","54","1","1175058","0","80  >  63344 [ACK] Seq=1 Ack=1175058 Win=989184 Len=0"
"1435","3.806412","128.119.245.12","10.135.49.223","TCP","54","1","1180898","0","80  >  63344 [ACK] Seq=1 Ack=1180898 Win=1000832 Len=0"
"1436","3.806468","10.135.49.223","128.119.245.12","TCP","1514","1557712","1","1460","63344  >  80 [ACK] Seq=1557712 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1437","3.806468","10.135.49.223","128.119.245.12","TCP","1514","1559172","1","1460","63344  >  80 [ACK] Seq=1559172 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1438","3.806468","10.135.49.223","128.119.245.12","TCP","1514","1560632","1","1460","63344  >  80 [ACK] Seq=1560632 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1439","3.806468","10.135.49.223","128.119.245.12","TCP","1514","1562092","1","1460","63344  >  80 [ACK] Seq=1562092 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1440","3.806468","10.135.49.223","128.119.245.12","TCP","1514","1563552","1","1460","63344  >  80 [ACK] Seq=1563552 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1441","3.806607","128.119.245.12","10.135.49.223","TCP","54","1","1182358","0","80  >  63344 [ACK] Seq=1 Ack=1182358 Win=1003776 Len=0"
"1442","3.806607","128.119.245.12","10.135.49.223","TCP","54","1","1189658","0","80  >  63344 [ACK] Seq=1 Ack=1189658 Win=1018368 Len=0"
"1443","3.806607","128.119.245.12","10.135.49.223","TCP","54","1","1195498","0","80  >  63344 [ACK] Seq=1 Ack=1195498 Win=1030016 Len=0"
"1444","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1565012","1","1460","63344  >  80 [ACK] Seq=1565012 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1445","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1566472","1","1460","63344  >  80 [ACK] Seq=1566472 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1446","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1567932","1","1460","63344  >  80 [ACK] Seq=1567932 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1447","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1569392","1","1460","63344  >  80 [ACK] Seq=1569392 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1448","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1570852","1","1460","63344  >  80 [ACK] Seq=1570852 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1449","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1572312","1","1460","63344  >  80 [PSH, ACK] Seq=1572312 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1450","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1573772","1","1460","63344  >  80 [ACK] Seq=1573772 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1451","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1575232","1","1460","63344  >  80 [ACK] Seq=1575232 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1452","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1576692","1","1460","63344  >  80 [ACK] Seq=1576692 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1453","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1578152","1","1460","63344  >  80 [ACK] Seq=1578152 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1454","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1579612","1","1460","63344  >  80 [ACK] Seq=1579612 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1455","3.806642","10.135.49.223","128.119.245.12","TCP","1514","1581072","1","1460","63344  >  80 [ACK] Seq=1581072 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1456","3.822294","128.119.245.12","10.135.49.223","TCP","54","1","1196958","0","80  >  63344 [ACK] Seq=1 Ack=1196958 Win=1032960 Len=0"
"1457","3.822331","10.135.49.223","128.119.245.12","TCP","1514","1582532","1","1460","63344  >  80 [ACK] Seq=1582532 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1458","3.823745","128.119.245.12","10.135.49.223","TCP","54","1","1202798","0","80  >  63344 [ACK] Seq=1 Ack=1202798 Win=1044608 Len=0"
"1459","3.823745","128.119.245.12","10.135.49.223","TCP","54","1","1207178","0","80  >  63344 [ACK] Seq=1 Ack=1207178 Win=1053440 Len=0"
"1460","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1583992","1","1460","63344  >  80 [ACK] Seq=1583992 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1461","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1585452","1","1460","63344  >  80 [ACK] Seq=1585452 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1462","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1586912","1","1460","63344  >  80 [ACK] Seq=1586912 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1463","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1588372","1","1460","63344  >  80 [ACK] Seq=1588372 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1464","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1589832","1","1460","63344  >  80 [PSH, ACK] Seq=1589832 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1465","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1591292","1","1460","63344  >  80 [ACK] Seq=1591292 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1466","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1592752","1","1460","63344  >  80 [ACK] Seq=1592752 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1467","3.823789","10.135.49.223","128.119.245.12","TCP","1514","1594212","1","1460","63344  >  80 [ACK] Seq=1594212 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1468","3.876490","128.119.245.12","10.135.49.223","TCP","54","1","1208638","0","80  >  63344 [ACK] Seq=1 Ack=1208638 Win=1056384 Len=0"
"1469","3.876490","128.119.245.12","10.135.49.223","TCP","54","1","1214478","0","80  >  63344 [ACK] Seq=1 Ack=1214478 Win=1068032 Len=0"
"1470","3.876490","128.119.245.12","10.135.49.223","TCP","54","1","1215938","0","80  >  63344 [ACK] Seq=1 Ack=1215938 Win=1070976 Len=0"
"1471","3.876490","128.119.245.12","10.135.49.223","TCP","54","1","1218858","0","80  >  63344 [ACK] Seq=1 Ack=1218858 Win=1076736 Len=0"
"1472","3.876490","128.119.245.12","10.135.49.223","TCP","54","1","1220318","0","80  >  63344 [ACK] Seq=1 Ack=1220318 Win=1079680 Len=0"
"1473","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1595672","1","1460","63344  >  80 [ACK] Seq=1595672 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1474","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1597132","1","1460","63344  >  80 [ACK] Seq=1597132 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1475","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1598592","1","1460","63344  >  80 [ACK] Seq=1598592 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1476","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1600052","1","1460","63344  >  80 [ACK] Seq=1600052 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1477","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1601512","1","1460","63344  >  80 [ACK] Seq=1601512 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1478","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1602972","1","1460","63344  >  80 [ACK] Seq=1602972 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1479","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1604432","1","1460","63344  >  80 [ACK] Seq=1604432 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1480","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1605892","1","1460","63344  >  80 [PSH, ACK] Seq=1605892 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1481","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1607352","1","1460","63344  >  80 [ACK] Seq=1607352 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1482","3.876541","10.135.49.223","128.119.245.12","TCP","1514","1608812","1","1460","63344  >  80 [ACK] Seq=1608812 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1483","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1227618","0","80  >  63344 [ACK] Seq=1 Ack=1227618 Win=1094272 Len=0"
"1484","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1230538","0","80  >  63344 [ACK] Seq=1 Ack=1230538 Win=1100160 Len=0"
"1485","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1234918","0","80  >  63344 [ACK] Seq=1 Ack=1234918 Win=1108864 Len=0"
"1486","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1242218","0","80  >  63344 [ACK] Seq=1 Ack=1242218 Win=1123456 Len=0"
"1487","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1246598","0","80  >  63344 [ACK] Seq=1 Ack=1246598 Win=1132288 Len=0"
"1488","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1249518","0","80  >  63344 [ACK] Seq=1 Ack=1249518 Win=1138048 Len=0"
"1489","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1253898","0","80  >  63344 [ACK] Seq=1 Ack=1253898 Win=1146880 Len=0"
"1490","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1261198","0","80  >  63344 [ACK] Seq=1 Ack=1261198 Win=1161472 Len=0"
"1491","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1262658","0","80  >  63344 [ACK] Seq=1 Ack=1262658 Win=1164416 Len=0"
"1492","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1264118","0","80  >  63344 [ACK] Seq=1 Ack=1264118 Win=1167360 Len=0"
"1493","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1265578","0","80  >  63344 [ACK] Seq=1 Ack=1265578 Win=1170176 Len=0"
"1494","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1272878","0","80  >  63344 [ACK] Seq=1 Ack=1272878 Win=1184768 Len=0"
"1495","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1278718","0","80  >  63344 [ACK] Seq=1 Ack=1278718 Win=1195392 Len=0"
"1496","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1287478","0","80  >  63344 [ACK] Seq=1 Ack=1287478 Win=1195392 Len=0"
"1497","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1294778","0","80  >  63344 [ACK] Seq=1 Ack=1294778 Win=1195392 Len=0"
"1498","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1302078","0","80  >  63344 [ACK] Seq=1 Ack=1302078 Win=1195392 Len=0"
"1499","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1304998","0","80  >  63344 [ACK] Seq=1 Ack=1304998 Win=1195392 Len=0"
"1500","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1307918","0","80  >  63344 [ACK] Seq=1 Ack=1307918 Win=1195392 Len=0"
"1501","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1312298","0","80  >  63344 [ACK] Seq=1 Ack=1312298 Win=1195392 Len=0"
"1502","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1315218","0","80  >  63344 [ACK] Seq=1 Ack=1315218 Win=1195392 Len=0"
"1503","3.876911","128.119.245.12","10.135.49.223","TCP","54","1","1318138","0","80  >  63344 [ACK] Seq=1 Ack=1318138 Win=1195392 Len=0"
"1504","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1610272","1","1460","63344  >  80 [ACK] Seq=1610272 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1505","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1611732","1","1460","63344  >  80 [ACK] Seq=1611732 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1506","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1613192","1","1460","63344  >  80 [ACK] Seq=1613192 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1507","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1614652","1","1460","63344  >  80 [ACK] Seq=1614652 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1508","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1616112","1","1460","63344  >  80 [ACK] Seq=1616112 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1509","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1617572","1","1460","63344  >  80 [ACK] Seq=1617572 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1510","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1619032","1","1460","63344  >  80 [ACK] Seq=1619032 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1511","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1620492","1","1460","63344  >  80 [ACK] Seq=1620492 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1512","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1621952","1","1460","63344  >  80 [PSH, ACK] Seq=1621952 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1513","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1623412","1","1460","63344  >  80 [ACK] Seq=1623412 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1514","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1624872","1","1460","63344  >  80 [ACK] Seq=1624872 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1515","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1626332","1","1460","63344  >  80 [ACK] Seq=1626332 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1516","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1627792","1","1460","63344  >  80 [ACK] Seq=1627792 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1517","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1629252","1","1460","63344  >  80 [ACK] Seq=1629252 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1518","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1630712","1","1460","63344  >  80 [ACK] Seq=1630712 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
