"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"1519","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1632172","1","1460","63344  >  80 [ACK] Seq=1632172 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1520","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1633632","1","1460","63344  >  80 [ACK] Seq=1633632 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1521","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1635092","1","1460","63344  >  80 [ACK] Seq=1635092 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1522","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1636552","1","1460","63344  >  80 [ACK] Seq=1636552 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1523","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1638012","1","1460","63344  >  80 [PSH, ACK] Seq=1638012 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1524","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1639472","1","1460","63344  >  80 [ACK] Seq=1639472 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1525","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1640932","1","1460","63344  >  80 [ACK] Seq=1640932 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1526","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1642392","1","1460","63344  >  80 [ACK] Seq=1642392 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1527","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1643852","1","1460","63344  >  80 [ACK] Seq=1643852 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1528","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1645312","1","1460","63344  >  80 [ACK] Seq=1645312 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1529","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1646772","1","1460","63344  >  80 [ACK] Seq=1646772 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1530","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1648232","1","1460","63344  >  80 [ACK] Seq=1648232 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1531","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1649692","1","1460","63344  >  80 [ACK] Seq=1649692 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1532","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1651152","1","1460","63344  >  80 [ACK] Seq=1651152 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1533","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1652612","1","1460","63344  >  80 [ACK] Seq=1652612 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1534","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1654072","1","1460","63344  >  80 [PSH, ACK] Seq=1654072 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1535","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1655532","1","1460","63344  >  80 [ACK] Seq=1655532 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1536","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1656992","1","1460","63344  >  80 [ACK] Seq=1656992 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1537","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1658452","1","1460","63344  >  80 [ACK] Seq=1658452 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1538","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1659912","1","1460","63344  >  80 [ACK] Seq=1659912 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1539","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1661372","1","1460","63344  >  80 [ACK] Seq=1661372 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1540","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1662832","1","1460","63344  >  80 [ACK] Seq=1662832 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1541","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1664292","1","1460","63344  >  80 [ACK] Seq=1664292 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1542","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1665752","1","1460","63344  >  80 [ACK] Seq=1665752 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1543","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1667212","1","1460","63344  >  80 [ACK] Seq=1667212 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1544","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1668672","1","1460","63344  >  80 [ACK] Seq=1668672 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1545","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1670132","1","1460","63344  >  80 [ACK] Seq=1670132 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1546","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1671592","1","1460","63344  >  80 [PSH, ACK] Seq=1671592 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1547","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1673052","1","1460","63344  >  80 [ACK] Seq=1673052 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1548","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1674512","1","1460","63344  >  80 [ACK] Seq=1674512 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1549","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1675972","1","1460","63344  >  80 [ACK] Seq=1675972 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1550","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1677432","1","1460","63344  >  80 [ACK] Seq=1677432 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1551","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1678892","1","1460","63344  >  80 [ACK] Seq=1678892 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1552","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1680352","1","1460","63344  >  80 [ACK] Seq=1680352 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1553","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1681812","1","1460","63344  >  80 [ACK] Seq=1681812 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1554","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1683272","1","1460","63344  >  80 [ACK] Seq=1683272 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1555","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1684732","1","1460","63344  >  80 [ACK] Seq=1684732 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1556","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1686192","1","1460","63344  >  80 [ACK] Seq=1686192 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1557","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1687652","1","1460","63344  >  80 [PSH, ACK] Seq=1687652 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1558","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1689112","1","1460","63344  >  80 [ACK] Seq=1689112 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1559","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1690572","1","1460","63344  >  80 [ACK] Seq=1690572 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1560","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1692032","1","1460","63344  >  80 [ACK] Seq=1692032 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1561","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1693492","1","1460","63344  >  80 [ACK] Seq=1693492 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1562","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1694952","1","1460","63344  >  80 [ACK] Seq=1694952 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1563","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1696412","1","1460","63344  >  80 [ACK] Seq=1696412 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1564","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1697872","1","1460","63344  >  80 [ACK] Seq=1697872 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1565","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1699332","1","1460","63344  >  80 [ACK] Seq=1699332 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1566","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1700792","1","1460","63344  >  80 [ACK] Seq=1700792 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1567","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1702252","1","1460","63344  >  80 [ACK] Seq=1702252 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1568","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1703712","1","1460","63344  >  80 [PSH, ACK] Seq=1703712 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1569","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1705172","1","1460","63344  >  80 [ACK] Seq=1705172 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1570","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1706632","1","1460","63344  >  80 [ACK] Seq=1706632 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1571","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1708092","1","1460","63344  >  80 [ACK] Seq=1708092 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1572","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1709552","1","1460","63344  >  80 [ACK] Seq=1709552 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1573","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1711012","1","1460","63344  >  80 [ACK] Seq=1711012 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1574","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1712472","1","1460","63344  >  80 [ACK] Seq=1712472 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1575","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1713932","1","1460","63344  >  80 [ACK] Seq=1713932 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1576","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1715392","1","1460","63344  >  80 [ACK] Seq=1715392 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1577","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1716852","1","1460","63344  >  80 [ACK] Seq=1716852 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1578","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1718312","1","1460","63344  >  80 [ACK] Seq=1718312 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1579","3.877103","10.135.49.223","128.119.245.12","TCP","1514","1719772","1","1460","63344  >  80 [PSH, ACK] Seq=1719772 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1580","3.889841","128.119.245.12","10.135.49.223","TCP","54","1","1326898","0","80  >  63344 [ACK] Seq=1 Ack=1326898 Win=1195392 Len=0"
"1581","3.889878","10.135.49.223","128.119.245.12","TCP","1514","1721232","1","1460","63344  >  80 [ACK] Seq=1721232 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1582","3.889878","10.135.49.223","128.119.245.12","TCP","1514","1722692","1","1460","63344  >  80 [ACK] Seq=1722692 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1583","3.889878","10.135.49.223","128.119.245.12","TCP","1514","1724152","1","1460","63344  >  80 [ACK] Seq=1724152 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1584","3.889878","10.135.49.223","128.119.245.12","TCP","1514","1725612","1","1460","63344  >  80 [ACK] Seq=1725612 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1585","3.889878","10.135.49.223","128.119.245.12","TCP","1514","1727072","1","1460","63344  >  80 [ACK] Seq=1727072 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1586","3.889878","10.135.49.223","128.119.245.12","TCP","1514","1728532","1","1460","63344  >  80 [ACK] Seq=1728532 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1587","3.889878","10.135.49.223","128.119.245.12","TCP","1514","1729992","1","1460","63344  >  80 [ACK] Seq=1729992 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1588","4.062369","128.119.245.12","10.135.49.223","TCP","54","1","1329818","0","80  >  63344 [ACK] Seq=1 Ack=1329818 Win=1195392 Len=0"
"1589","4.062470","10.135.49.223","128.119.245.12","TCP","1514","1731452","1","1460","63344  >  80 [ACK] Seq=1731452 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1590","4.062470","10.135.49.223","128.119.245.12","TCP","1514","1732912","1","1460","63344  >  80 [ACK] Seq=1732912 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1591","4.108521","128.119.245.12","10.135.49.223","TCP","54","1","1337118","0","80  >  63344 [ACK] Seq=1 Ack=1337118 Win=1195392 Len=0"
"1592","4.108624","10.135.49.223","128.119.245.12","TCP","1514","1734372","1","1460","63344  >  80 [ACK] Seq=1734372 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1593","4.108624","10.135.49.223","128.119.245.12","TCP","1514","1735832","1","1460","63344  >  80 [ACK] Seq=1735832 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1594","4.108624","10.135.49.223","128.119.245.12","TCP","1514","1737292","1","1460","63344  >  80 [PSH, ACK] Seq=1737292 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1595","4.108624","10.135.49.223","128.119.245.12","TCP","1514","1738752","1","1460","63344  >  80 [ACK] Seq=1738752 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1596","4.108624","10.135.49.223","128.119.245.12","TCP","1514","1740212","1","1460","63344  >  80 [ACK] Seq=1740212 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1597","4.111846","128.119.245.12","10.135.49.223","TCP","54","1","1344418","0","80  >  63344 [ACK] Seq=1 Ack=1344418 Win=1195392 Len=0"
"1598","4.111846","128.119.245.12","10.135.49.223","TCP","54","1","1351718","0","80  >  63344 [ACK] Seq=1 Ack=1351718 Win=1195392 Len=0"
"1599","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1741672","1","1460","63344  >  80 [ACK] Seq=1741672 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1600","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1743132","1","1460","63344  >  80 [ACK] Seq=1743132 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1601","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1744592","1","1460","63344  >  80 [ACK] Seq=1744592 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1602","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1746052","1","1460","63344  >  80 [ACK] Seq=1746052 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1603","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1747512","1","1460","63344  >  80 [ACK] Seq=1747512 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1604","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1748972","1","1460","63344  >  80 [ACK] Seq=1748972 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1605","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1750432","1","1460","63344  >  80 [ACK] Seq=1750432 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1606","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1751892","1","1460","63344  >  80 [ACK] Seq=1751892 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1607","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1753352","1","1460","63344  >  80 [PSH, ACK] Seq=1753352 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1608","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1754812","1","1460","63344  >  80 [ACK] Seq=1754812 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1609","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1756272","1","1460","63344  >  80 [ACK] Seq=1756272 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1610","4.111984","10.135.49.223","128.119.245.12","TCP","1514","1757732","1","1460","63344  >  80 [ACK] Seq=1757732 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1611","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1359018","0","80  >  63344 [ACK] Seq=1 Ack=1359018 Win=1195392 Len=0"
"1612","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1361938","0","80  >  63344 [ACK] Seq=1 Ack=1361938 Win=1195392 Len=0"
"1613","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1366318","0","80  >  63344 [ACK] Seq=1 Ack=1366318 Win=1195392 Len=0"
"1614","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1373618","0","80  >  63344 [ACK] Seq=1 Ack=1373618 Win=1195392 Len=0"
"1615","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1377998","0","80  >  63344 [ACK] Seq=1 Ack=1377998 Win=1195392 Len=0"
"1616","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1380918","0","80  >  63344 [ACK] Seq=1 Ack=1380918 Win=1195392 Len=0"
"1617","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1388218","0","80  >  63344 [ACK] Seq=1 Ack=1388218 Win=1195392 Len=0"
"1618","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1394058","0","80  >  63344 [ACK] Seq=1 Ack=1394058 Win=1195392 Len=0"
"1619","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1402818","0","80  >  63344 [ACK] Seq=1 Ack=1402818 Win=1195392 Len=0"
"1620","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1410118","0","80  >  63344 [ACK] Seq=1 Ack=1410118 Win=1195392 Len=0"
"1621","4.112963","128.119.245.12","10.135.49.223","TCP","54","1","1415958","0","80  >  63344 [ACK] Seq=1 Ack=1415958 Win=1195392 Len=0"
"1622","4.113296","128.119.245.12","10.135.49.223","TCP","54","1","1418878","0","80  >  63344 [ACK] Seq=1 Ack=1418878 Win=1195392 Len=0"
"1623","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1759192","1","1460","63344  >  80 [ACK] Seq=1759192 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1624","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1760652","1","1460","63344  >  80 [ACK] Seq=1760652 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1625","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1762112","1","1460","63344  >  80 [ACK] Seq=1762112 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1626","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1763572","1","1460","63344  >  80 [ACK] Seq=1763572 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1627","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1765032","1","1460","63344  >  80 [ACK] Seq=1765032 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1628","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1766492","1","1460","63344  >  80 [ACK] Seq=1766492 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1629","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1767952","1","1460","63344  >  80 [ACK] Seq=1767952 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1630","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1769412","1","1460","63344  >  80 [PSH, ACK] Seq=1769412 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1631","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1770872","1","1460","63344  >  80 [ACK] Seq=1770872 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1632","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1772332","1","1460","63344  >  80 [ACK] Seq=1772332 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1633","4.113720","10.135.49.223","128.119.245.12","TCP","1514","1773792","1","1460","63344  >  80 [ACK] Seq=1773792 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
